,pca1,pca2,pca3,pca4,pca5,date
17,-1.0873164466260687,0.0010555752513071832,-0.0937184148290628,0.06160805347959802,-0.020410875291387402,2016-01-28
18,-1.0389062278859769,-0.016724807633768005,-0.06369815069037728,-0.09249167446546365,0.019751614711325458,2016-01-29
19,-0.9885254645982694,0.04083773933236668,-0.10874851333688011,0.1304712744622151,0.0013732906318622332,2016-02-01
20,-1.0406617382382382,0.07384137936890804,-0.12381809008447162,-0.10477403000281658,0.026492478572825294,2016-02-02
21,-1.0302321535731032,0.0632055937328953,-0.09144365169541088,-0.15668458915615488,0.043964433890215975,2016-02-03
22,-1.017501753718487,0.053271828503856096,-0.08807104793501043,-0.06958301426221053,0.003418636760651081,2016-02-04
23,-1.0636716265913717,0.07981059808834683,-0.07021788338789116,-0.5415089344614553,0.14447973892199872,2016-02-05
24,-1.0828291291131367,0.07920749811260007,-0.0893541055512211,-0.4524497486593266,0.24378617964745802,2016-02-08
25,-1.079912515858308,0.0733798707428963,-0.12735254000695662,0.0021743883506917293,-0.05601229525940119,2016-02-09
26,-1.088993812318333,0.07659534154495282,-0.14957165050583782,0.21202512564730855,-0.08906298315471159,2016-02-10
27,-1.1041646706309534,0.07556363291330565,-0.15736624660379292,0.11768609974559716,0.005567023054422163,2016-02-11
28,-1.0726275834448995,0.06645066440654507,-0.09605555604501205,-0.09940254725062335,-0.12356598007372012,2016-02-12
29,-1.0369063319804834,0.043075492826656625,-0.09475537473159037,0.07851020199073763,-0.046833569928431275,2016-02-16
30,-0.9983593783697623,0.025149352432250152,-0.08058335266815281,0.17289239316016433,-0.11322203475673585,2016-02-17
31,-1.0061799054020508,0.02694677190774653,-0.04732971035528656,-0.17675749738437882,-0.002434533770782611,2016-02-18
32,-1.0065872531714593,0.019715818759113008,-0.06874999230917297,0.17506982444854838,-0.18354749993453534,2016-02-19
33,-0.9750775032076886,0.0045041988459787125,-0.03002780567747757,-0.010836635065627062,-0.013164431423119358,2016-02-22
34,-1.0024010226418474,0.016107917550094414,-0.03840737781611694,-0.17791383301096142,0.06064833059575759,2016-02-23
35,-0.9852405420761647,0.002278133756594185,-0.03278195479884594,-0.020226675422404666,-0.07600812456972485,2016-02-24
36,-0.9650644608317622,-3.072713617789974e-05,-0.029041454394438677,0.03601235122028815,-0.07531805699680726,2016-02-25
37,-0.9662444037074327,-0.00043569443938666885,-0.028064874765409545,0.022260695750616878,-0.16598781874829122,2016-02-26
38,-0.9831146987600113,0.008437603837259859,-0.031610645623361563,-0.13766743718824906,-0.04945294750686597,2016-02-29
39,-0.9348877348793553,-0.010575438072827393,-0.029255049014909364,0.1423632929844476,-0.13236897230692396,2016-03-01
40,-0.9265860418378005,-0.015554379360328604,-0.010394688936318255,0.03913655969276609,-0.18519842521324242,2016-03-02
41,-0.9262234594060906,-0.010041648608258827,-0.004376078961580457,-0.16530686275384754,0.0016680879434525014,2016-03-03
42,-0.9192013827681831,-0.013751041480883526,-0.010979018360534509,-0.044065557078155265,-0.031254937588293785,2016-03-04
43,-0.9118223547290994,-0.019383163252518387,0.002732727043252179,-0.09112465247032761,-0.13397864847806512,2016-03-07
44,-0.9314818272625949,-0.010471464921566476,-0.023240813894616442,-0.08428225190446305,0.06421317643880352,2016-03-08
45,-0.9271080293976458,-0.007263901333538577,-0.018725476384835786,-0.07367894100707419,-0.011163384208276252,2016-03-09
46,-0.9242399734399595,-0.007758861321945692,-0.016089381149364666,-0.12024908999766974,0.01834972489228309,2016-03-10
47,-0.8943482193075605,-0.017340882579627234,-0.025433209663050543,0.09914587976305712,-0.09908388837417512,2016-03-11
48,-0.8959895311223686,-0.01697069304406928,-0.037257835909819674,0.0939624957903416,-0.028846549514481467,2016-03-14
49,-0.9018818626445597,-0.0070728299653704104,-0.019321431617438538,-0.11340789882921432,0.06444363937440803,2016-03-15
50,-0.894252278619704,-0.00772506483887493,-0.029334619115534498,-0.050251428574389315,0.0837227430179693,2016-03-16
51,-0.883590358399635,-0.007129732607519433,-0.010086143894825154,-0.1879497393802778,-0.0006852319738742888,2016-03-17
52,-0.868192207799103,-0.014660658680195924,-0.028671112528646393,0.004726448047746643,-0.06285364646661713,2016-03-18
53,-0.8655222350676494,-0.01909837377207365,-0.02917327248105159,0.10020706680995752,-0.02479607570443309,2016-03-21
54,-0.8671063222553227,-0.018112864124064588,-0.032710681855655746,0.11350730177442765,-0.06786526697444348,2016-03-22
55,-0.8868167293870348,-0.00424917632838876,-0.033747299085764966,-0.06746021576855252,0.10344705172231376,2016-03-23
56,-0.8873658757695996,-0.004744089608977018,-0.03515695518526964,-7.725980615955251e-05,-0.007451283006086137,2016-03-24
57,-0.8904963844164685,0.0022215042006422203,-0.03624851474401634,-0.05466993919402887,-0.020992970947267667,2016-03-28
58,-0.8677043366442082,-0.00957467056440657,-0.05480622554291704,0.1797215192335867,0.033000838674087145,2016-03-29
59,-0.8586314102902125,-0.008633340659463005,-0.029914675278292845,0.0013647427067021913,-0.009220581496958216,2016-03-30
60,-0.8625864105320665,-0.010097250167828345,-0.03645811265076282,0.06924863855070129,-0.028527927392233855,2016-03-31
61,-0.8977293694202121,-0.07617049000035293,-0.017007719322514485,0.1299064209925474,-0.02484422621923821,2016-04-01
62,-0.9078007060493303,-0.07226211439633752,-0.021108990258633137,0.1387673440915189,-0.009145010676142217,2016-04-04
63,-0.9262376626107909,-0.06388234078174528,-0.018213449385819605,-0.0060579085130699675,0.04024555225101353,2016-04-05
64,-0.904505979549797,-0.07489987840098529,-0.02823571155832007,0.25669890646929666,-0.04260316764303933,2016-04-06
65,-0.9325295984306767,-0.06175858454553345,-0.01708986586701829,-0.009215238055765185,0.02224138642173633,2016-04-07
66,-0.928076201877178,-0.06489373302363297,0.004572420046676717,-0.12127192580272551,0.0914809857616338,2016-04-08
67,-0.9284026326240093,-0.06809440810559556,0.010057381289036172,-0.10264557896774207,0.01828750274418996,2016-04-11
68,-0.9138502241148219,-0.06920878132253322,0.003937129296260628,-0.003648267459278111,0.04376989899217683,2016-04-12
69,-0.8887339193845896,-0.08139273995099416,0.008966556585467484,0.12661322716888987,-0.04924090202580727,2016-04-13
70,-0.8920797506878447,-0.07773723086836516,0.01006139414198141,0.07065454822560542,-0.03274369872233776,2016-04-14
71,-0.9018047335525232,-0.0696661662790797,0.00403123248166458,-0.018367604676587886,0.06965101826354245,2016-04-15
72,-0.8881485616505282,-0.07573668447072739,0.007948651663888884,0.061383280766889876,0.005153267406524163,2016-04-18
73,-0.8891831528968712,-0.07181149785727177,0.037989691650236995,-0.12053112785986538,-0.013056258070620148,2016-04-19
74,-0.8792639571541657,-0.07882319829096028,0.02082451748357862,0.04834174449888448,-0.018542045706404393,2016-04-20
75,-0.8861501685538797,-0.07829545916518868,-0.003704759332509497,0.19336270385316381,-0.07431347272868805,2016-04-21
76,-0.8835599085567366,-0.08802848321190898,0.038883583014187345,-0.20045620112815812,-0.014204386987753632,2016-04-22
77,-0.8888996615695907,-0.08581580204357381,0.013195408362321356,0.05167832913247586,0.038077382006494936,2016-04-25
78,-0.888353398610532,-0.0869496564105636,0.04354172362897971,-0.19242952573460215,0.06799351214390692,2016-04-26
79,-0.8832429599729457,-0.08823577857732504,0.041642852397675796,-0.16681114325634985,-0.026580523920602398,2016-04-27
80,-0.9068788074746712,-0.08125174588845437,0.019161491568976716,-0.05612267663469863,-0.08548983214725453,2016-04-28
81,-0.9287614740005813,-0.06592000079925182,-0.0021720848018397794,0.03101137531689855,0.029142764646353184,2016-04-29
82,-0.8648620047427683,-0.008123635053731624,-0.024251511766100332,0.04318825339034556,-0.019555075014301183,2016-05-02
83,-0.8829024601605584,-0.001317004865321785,-0.02917182026438059,-0.0407767123759439,0.07584830035107411,2016-05-03
84,-0.898575802273049,0.0037088709905691015,-0.021046425124562826,-0.11972329156115713,0.04716411558274782,2016-05-04
85,-0.8939699764031438,-0.003428013614060045,-0.01955198238832619,-0.027493135362898213,-0.016484013427840047,2016-05-05
86,-0.888949164500276,-0.0012149785404403245,-0.01447276773476203,-0.08771925976893911,-0.00331714064878063,2016-05-06
87,-0.8858556159854449,-0.008210002728999657,-0.04193866290886676,0.18008859666541052,-0.013117632454005268,2016-05-09
88,-0.8640297551149141,-0.01211139270518884,0.00241354612915973,-0.02648556483977748,-0.04902508209309877,2016-05-10
89,-0.8796816892852282,-0.011187372637975392,-0.0008862302657708077,-0.009983777152242683,-0.11960492415596684,2016-05-11
90,-0.8873167250978782,-0.004236724967557522,-0.008032962773654674,-0.08125549644217038,0.03449664766636841,2016-05-12
91,-0.8954892917732751,-0.007707817079353584,-0.03172300151279338,0.1264239606318629,-0.14422135417772075,2016-05-13
92,-0.8740108233163414,-0.014094115253423337,-0.017441041784565826,0.0837600291143163,-0.03861464064230081,2016-05-16
93,-0.8930213185529905,-0.01027696335086237,-0.007454315795240627,-0.01646556188722536,-0.06271676671040188,2016-05-17
94,-0.8850852404303621,-0.02091256834558159,-0.008245170524803945,0.21935301362418533,-0.290038609665488,2016-05-18
95,-0.8970432214360047,-0.016720663731164497,-0.005209453633782758,-0.03431647729247304,0.018706245769753934,2016-05-19
96,-0.8728132772670747,-0.03656518303920518,0.0064271113227390006,0.13156652313207576,-0.12888148009495604,2016-05-20
97,-0.8748264239426682,-0.03258802252850639,0.008784084142706818,0.014819188889379302,-0.09868501834395273,2016-05-23
98,-0.8390892990900163,-0.04987389728394385,0.0195993726432567,0.10998154878076015,-0.0642386696133978,2016-05-24
99,-0.8259491601481506,-0.04989651935540402,0.041126796889113415,-0.04139813980645415,-0.0012613267698395208,2016-05-25
100,-0.8235905068125489,-0.05159152173414868,0.022662188840786898,0.05252844811799661,-0.007856376482680527,2016-05-26
101,-0.8183969523342385,-0.04947915697635683,0.023083306744354114,0.036896856665927145,-0.04864342742085937,2016-05-27
102,-0.8220441079744316,-0.046956882544387055,0.013835115618984845,0.10590960436583662,-0.0652346307652301,2016-05-31
103,-0.8223312587604975,-0.04382205079955223,0.020975378289069313,0.026307821707297483,-0.08581304674740896,2016-06-01
104,-0.8167936585338752,-0.04442112259478774,0.017341206668417035,0.07962070140743768,-0.07536474236211041,2016-06-02
105,-0.8247479560451497,-0.040188186647091666,0.02995189591142411,-0.0840183261918658,0.06447635519943756,2016-06-03
106,-0.8142762504374718,-0.042509447920970306,0.03112843096018356,0.025585723487979505,-0.06546701279374702,2016-06-06
107,-0.8124567068933753,-0.04099990986546673,0.03465927646517396,-0.08850675680547264,0.03268197555303361,2016-06-07
108,-0.8063656609666027,-0.04293997521079823,0.029483892340186356,0.024664796449506806,-0.016149341877676054,2016-06-08
109,-0.8081138171203744,-0.04231011285198356,0.03168615824607877,-0.04854676545799893,0.03078555834179758,2016-06-09
110,-0.8278999733888851,-0.029543778912758743,0.023391449923781314,-0.13384391261159165,-0.001438163180065395,2016-06-10
111,-0.8410759720445539,-0.02359880031585791,0.0018591167278485768,0.025763278004152144,-0.06341245494735878,2016-06-13
112,-0.8450395976330065,-0.023444193236612263,-0.005564465801955875,0.008836963008650526,0.027734889787722535,2016-06-14
113,-0.8498197338137876,-0.025895037154242007,0.009114956009702906,-0.0033535902444301506,-0.0420109097439801,2016-06-15
114,-0.8416584561212634,-0.028587157767320525,0.012544831075343446,-0.07910773984042843,0.01825539212833483,2016-06-16
115,-0.8495658988303453,-0.028864758219468226,0.029947355197458763,-0.23518449107005815,0.030707960714598057,2016-06-17
116,-0.8325776175304593,-0.035821507417865814,0.016053399188295396,-0.005337187572221717,-0.06285953485980594,2016-06-20
117,-0.8264389693495706,-0.03772250625587669,0.0176006435953332,-0.010940370445589079,-0.062175848677111366,2016-06-21
118,-0.831474751732597,-0.03615537552074503,0.016671867054618057,-0.013150647128592197,-0.01853513476882234,2016-06-22
119,-0.7972243380260797,-0.05342482430875216,0.03498132812655808,0.08054711953052986,-0.12493085459962128,2016-06-23
120,-0.8807693913823659,-0.015984203533824626,-0.01949485762994768,-0.07001461781874856,0.13008543189739669,2016-06-24
121,-0.9189813118879862,-0.003564130384350599,-0.02369624276388859,-0.12215340027073279,0.0436856678516421,2016-06-27
122,-0.8795797357814632,-0.02408163326294336,-0.013872196401601812,0.1772383976663239,-0.14620194379830498,2016-06-28
123,-0.8457654003236412,-0.03330536388333902,0.006465230006691971,0.06899985323907863,-0.05034888333033625,2016-06-29
124,-0.8210396245518197,-0.03286583163005542,0.023624622079828225,-0.08468170996273529,-0.04679458941371051,2016-06-30
125,-0.8202568545780189,-0.029214703813470563,0.0056995172610125365,-0.002754046952497326,-0.04286106290397647,2016-07-01
126,-0.833881016575218,-0.022307050064221304,-0.031385160115774115,0.16262063081268954,0.1071280533516135,2016-07-05
127,-0.8228212982085654,-0.025379550222101532,-0.005102123447535002,0.05841377693340216,-0.025626995060366496,2016-07-06
128,-0.818088401402981,-0.030646022962770324,-0.0020950657702662797,0.05454551570064994,0.03367722655609907,2016-07-07
129,-0.7850870947078754,-0.04226918636705969,0.029312094664691774,-0.07022042808729269,0.007398964212128666,2016-07-08
130,-0.7754329679991879,-0.04250825148879422,0.022375253734380308,-0.0188632384179573,0.06271883118432836,2016-07-11
131,-0.7584183395839397,-0.04726758067200762,0.043630048349351934,-0.10964996739374748,-0.11531566904120606,2016-07-12
132,-0.7567624596191911,-0.04902755429764335,0.034083212509995964,-0.07884987265617543,0.11632981847860456,2016-07-13
133,-0.7444217107809008,-0.05158769475477936,0.03326841956998625,-0.008187952104501033,0.01292156229029107,2016-07-14
134,-0.7465558349083999,-0.050729309262886775,0.026405281496852877,0.04615465930408896,-0.040724893901263375,2016-07-15
135,-0.7375990607685488,-0.05932975194958686,0.028314868256731247,0.058707897158455924,0.03286664039727798,2016-07-18
136,-0.7398767888484972,-0.05563071778957517,0.028746645786150406,0.005047685279899133,0.10895783048272252,2016-07-19
137,-0.7228818536444044,-0.06687672898415317,0.021586982647191732,0.14636574024152962,0.015512904895811464,2016-07-20
138,-0.7243025504474697,-0.09202572641197837,0.08589110892934682,-0.0042392554885895325,-0.024865726988968426,2016-07-21
139,-0.7053592994339576,-0.10861924124737725,0.093973002257158,0.015405207321241171,0.05110112741291908,2016-07-22
140,-0.705578437923655,-0.11233470402384482,0.0796264366648114,0.038723497992420315,0.06947940587452779,2016-07-25
141,-0.6989324022882516,-0.11810791059629837,0.10599907502394985,-0.13589994558750204,-0.127680179219763,2016-07-26
142,-0.6916270865824603,-0.13128789677423894,0.0901112955231654,0.15154730518846113,-0.05907386598861872,2016-07-27
143,-0.6920005555020745,-0.12960325472625583,0.09602377738729004,0.053530526614886796,-0.04920010442018109,2016-07-28
144,-0.691228579652404,-0.12975679590059794,0.1088824535691796,-0.0710421431656455,-0.046004134444978854,2016-07-29
145,-0.6935859326172924,-0.12664777844920586,0.07678562585561999,0.1275926084838922,0.10251366914792844,2016-08-01
146,-0.7151127665808978,-0.10988512791318254,0.08250519663844982,0.012889709360519844,-0.13439998629975553,2016-08-02
147,-0.7124848840863796,-0.11243356267541524,0.09748243479511524,-0.005012773319107877,-0.1727996456332878,2016-08-03
148,-0.7068560605292307,-0.11573282116554613,0.08322436461387685,-0.010112356519875172,-0.009540349521745478,2016-08-04
149,-0.6835690411740692,-0.1263597299239919,0.10146009172093741,0.0786248890265081,-0.11949313689068189,2016-08-05
150,-0.6874908964449449,-0.12109081908129003,0.1049510501621906,-0.12358438847674649,-0.03481649111777842,2016-08-08
151,-0.6831173225915722,-0.12759163327316156,0.08963616727225814,0.07668904076657852,-0.053539780749339475,2016-08-09
152,-0.6941691965364899,-0.12091860738080114,0.09585880427284414,-0.07386734075683543,0.09929899003348132,2016-08-10
153,-0.6837903859720291,-0.12322516794531538,0.09835687503680501,-0.00037474272176649505,-0.08950687634237911,2016-08-11
154,-0.6843711671580983,-0.12525253600349548,0.08806288470816803,0.0891375699799124,-0.06535059405157655,2016-08-12
155,-0.6731935559962526,-0.1315298703193,0.11114274330477096,-0.06505443558216197,-0.09117589870134958,2016-08-15
156,-0.6810555343711832,-0.1271898321678105,0.10573996387062465,-0.09115593588892937,-0.05252535273656644,2016-08-16
157,-0.6796912645634735,-0.12908840944944036,0.10290705255853871,-0.039223442639583446,-0.016000201362961996,2016-08-17
158,-0.6718903813302267,-0.13789715722006535,0.11438839379218814,-0.03272332454928505,-0.14571532799950057,2016-08-18
159,-0.6690322315085424,-0.14161184705556248,0.09711999052108036,0.0042298908463584564,0.018367913769274078,2016-08-19
160,-0.6670420317919804,-0.14416961156917607,0.08968811086028564,0.09554310099087963,-0.029406436585222923,2016-08-22
161,-0.6636432678435886,-0.14540947232918078,0.10405988898178653,-0.015651490724121208,-0.03471482518748885,2016-08-23
162,-0.6777691182423597,-0.13726983254315583,0.10201209826868934,-0.05720284765193589,0.03531696894513557,2016-08-24
163,-0.6800260589114582,-0.13768758972683653,0.1068160559197578,-0.07363786115984734,-0.07896765290403969,2016-08-25
164,-0.675860055042537,-0.14548924669877789,0.09275106995727486,0.08148779260426915,-0.10877109747968784,2016-08-26
165,-0.6684454397633309,-0.14326659190680383,0.10739457906568613,-0.0546445456185342,-0.05771831519352772,2016-08-29
166,-0.6701081644129749,-0.14379818018151228,0.09791048143166416,0.04558617844854399,-0.041481504997064635,2016-08-30
167,-0.6719602148569634,-0.14485810280494155,0.09572801982707206,0.030996190452590108,0.020828716410003403,2016-08-31
168,-0.6671492704637221,-0.14912076664284782,0.09613069003644444,0.03863566593282749,-0.007942353995999508,2016-09-01
169,-0.6615028886582869,-0.14751137854241198,0.1098072996538686,-0.043069286215024254,-0.06690773353417136,2016-09-02
170,-0.6519571167224576,-0.14865767026840485,0.09060527072206204,0.11888870331655448,-0.1577339047714341,2016-09-06
171,-0.6603894296737383,-0.13793848064060987,0.09206264569847282,0.06312230576710867,-0.03610865583202488,2016-09-07
172,-0.6679446415566591,-0.13378323428652658,0.10847864241958377,-0.019357801645899696,-0.19421536129489578,2016-09-08
173,-0.7229999249730851,-0.11076406211078436,0.06772551895998526,0.05058262512090964,-0.00689717011246292,2016-09-09
174,-0.6868513883694188,-0.1304088533969488,0.08570896950080262,0.08244680364243341,-0.034282170362838885,2016-09-12
175,-0.7163691597688278,-0.1191153699537107,0.06471779946788914,0.11063684069108044,0.09777969949628425,2016-09-13
176,-0.7123446605596693,-0.12574936789262053,0.06496359293452454,0.13692344785084187,-0.0019678060642041592,2016-09-14
177,-0.6844849529304878,-0.1353341273993917,0.08606167727173242,0.06254758012000261,-0.006495792401999706,2016-09-15
178,-0.6798894982984538,-0.14208759508139884,0.08190144525004253,0.053634024956709,0.01276296021538933,2016-09-16
179,-0.6868557273976458,-0.13796902179738166,0.09723831166986545,-0.0772689915936281,-0.03914201819803105,2016-09-19
180,-0.6843035370052789,-0.1399328727068581,0.07828860413978449,0.10240969697577253,-0.1042184522566169,2016-09-20
181,-0.6644390342887038,-0.1459948962010296,0.11052117286579428,-0.07897354343273065,-0.09667726254647023,2016-09-21
182,-0.6534348716350787,-0.14753166952749186,0.1035066102550019,-0.021834456397004813,-0.012725727957040254,2016-09-22
183,-0.6676104421563749,-0.1423062825848603,0.08276163349602668,0.05788195896357445,0.08354007445868215,2016-09-23
184,-0.6888163475477472,-0.13520333609262367,0.08234816203144657,-0.00011306161165299818,-0.06467379644866839,2016-09-26
185,-0.6660506550778811,-0.14902944654022549,0.08375477936506365,0.11432385822830446,-0.009768640734817887,2016-09-27
186,-0.6594218098515949,-0.1453154504566329,0.12320488069795116,-0.16503923660627998,-0.2575675602684162,2016-09-28
187,-0.6551014511811859,-0.17809834600161367,0.15422001465799207,-0.2104984390017746,-0.015222567399087368,2016-09-29
188,-0.6310246755249121,-0.19309025153208567,0.15529752700533253,-0.023775589673904102,-0.09135036471109875,2016-09-30
189,-0.6415365548483762,-0.1820375142233403,0.13362254935805973,-0.024841763249595705,-0.05188717336259321,2016-10-03
190,-0.6504515448313426,-0.17901124245838876,0.1239152595940401,0.0302627771737893,-0.010883486557378882,2016-10-04
191,-0.6406690676929174,-0.17823238254062268,0.1439781842069344,-0.09007541892249747,-0.13180687871469285,2016-10-05
192,-0.6361138012580282,-0.18525837843757806,0.1453574446660146,-0.12147757661065411,0.032634334000447775,2016-10-06
193,-0.6352716940657467,-0.19200452295577264,0.13734157725627733,0.0829151016943214,-0.08068817457180431,2016-10-07
194,-0.6319780712846815,-0.18586083576049797,0.12930561252090114,0.11007895497723827,-0.1572188739555891,2016-10-10
195,-0.6670662220796839,-0.16732644983985137,0.128387633238493,-0.09734915377417658,0.01767887272998509,2016-10-11
196,-0.6676832899744238,-0.16760403765395632,0.13073734808984952,-0.13980489220641507,0.08843266805742481,2016-10-12
197,-0.6738853633140922,-0.16630729918049195,0.10834977451266481,0.025163050912441035,0.009175990629676887,2016-10-13
198,-0.6684379463320481,-0.16685771541611677,0.12309566571234988,-0.07216392251569594,-0.022684156196216474,2016-10-14
199,-0.6768776719087976,-0.1622861924183191,0.11293706308464092,-0.05439452647442852,-0.029239200922237862,2016-10-17
200,-0.6576668979314585,-0.1744088468406731,0.11362767950405725,0.08957592324825171,-0.09664696372427616,2016-10-18
201,-0.679408560664395,-0.16097418572972572,0.14245636224701458,-0.14609467225774478,-0.09073305926112407,2016-10-19
202,-0.6712436976356686,-0.1786837082796938,0.13684256831521868,0.05291716697985739,-0.16363842604073922,2016-10-20
203,-0.6729603644120521,-0.17979306177135163,0.14435369129729983,0.018932564795777467,-0.03998958558274148,2016-10-21
204,-0.6603362231190868,-0.18533600878014006,0.14393353561758418,0.034347379698171726,0.04319222808061742,2016-10-24
205,-0.6663694450972387,-0.18353080211305495,0.1462043598863398,-0.03777643907550166,-0.06869921020874678,2016-10-25
206,-0.6710495122903237,-0.1822980666105211,0.16747718048070842,-0.187957102577752,-0.07270595389926186,2016-10-26
207,-0.667128809143045,-0.1979113043240661,0.17710484840802124,-0.04491580526762967,-0.11218781839633914,2016-10-27
208,-0.6794751839924644,-0.18397005282656284,0.15871477829366837,-0.0897074760407276,-0.10559296739659296,2016-10-28
209,-0.6769377858530571,-0.18819658143385387,0.1550712545574746,-0.028694667818216925,0.02435560914697576,2016-10-31
210,-0.6911605587365656,-0.18363694247454687,0.14893237874105963,0.03791439147210549,-0.1965359579822282,2016-11-01
211,-0.709778983829538,-0.16769435656783424,0.1456947193322926,-0.17945733063883362,0.08785827115804881,2016-11-02
212,-0.7245489446975033,-0.16184068015100334,0.16020137917936425,-0.26332653483929974,-0.08483649105110846,2016-11-03
213,-0.7287747949303555,-0.16381532550322223,0.1297634478408694,0.02679512503506323,-0.12099905732692431,2016-11-04
214,-0.6766363197534402,-0.18519443940868038,0.1524869760171356,0.06418346947932003,-0.13669882895696742,2016-11-07
215,-0.6714519245920434,-0.1814903870937621,0.1581256223522227,-0.059388938669148635,-0.09895951129301193,2016-11-08
216,-0.6586472693558234,-0.17509920248955016,0.17955151634890978,-0.1413889944578205,-0.2261415233650163,2016-11-09
217,-0.6682975507269132,-0.15258811879468664,0.1747390575756189,-0.1828453781684473,-0.09582374739164304,2016-11-10
218,-0.6572942809998931,-0.1654214899129319,0.14876347301881007,0.047684339990715224,-0.04002689415684927,2016-11-11
219,-0.6648840697031698,-0.15313256841083775,0.16389310168029741,-0.15418318115920668,-0.08882851672770135,2016-11-14
220,-0.6425389312474463,-0.16749241112470312,0.15181155678488845,0.020876041929073923,-0.1777649222530707,2016-11-15
221,-0.6434261894927296,-0.16842472000428324,0.1365968921723789,-0.029032138696199517,0.09660729188052682,2016-11-16
222,-0.627944145358844,-0.17920805937062664,0.1368356881492178,0.06840393268494134,-0.005645690476850443,2016-11-17
223,-0.6285741807591436,-0.18363133025081857,0.15489222693001703,-0.030636286796907997,-0.11102698408621113,2016-11-18
224,-0.6174903845271534,-0.18394569337538355,0.15438261463843583,-0.058102250821347824,-0.09207063113983491,2016-11-21
225,-0.6066595170034773,-0.19043193918876236,0.1786160736096256,-0.19569378216169217,0.08465123396360717,2016-11-22
226,-0.6055042978189412,-0.19093040382125026,0.16727732614472193,-0.023709466786300575,-0.12544935253998413,2016-11-23
227,-0.5965400875345315,-0.19327690494454006,0.16228778269161406,0.015013332645621451,-0.015060489747330548,2016-11-25
228,-0.6080382738049089,-0.1818378904007606,0.14979008806444563,-0.011207983571815844,0.07488306416168611,2016-11-28
229,-0.6078544830419511,-0.18021845498679082,0.1444124059416686,0.042700018785775,0.05654260157508917,2016-11-29
230,-0.6172268476781599,-0.1798963673934024,0.2168317221768745,-0.3781504053263589,-0.401698828491763,2016-11-30
231,-0.6526805550310871,-0.13990822879284148,0.16552564909142162,-0.29242408954460286,-0.00474652592936381,2016-12-01
232,-0.6356431059057412,-0.1627757334547862,0.14521660214555637,0.008043331794136487,-0.07939686135117444,2016-12-02
233,-0.6224764514959139,-0.16866863886392885,0.15671173075952421,0.04210761581953756,-0.10668384787434086,2016-12-05
234,-0.6051880557658263,-0.18364725242773478,0.16594528598962968,0.01618223714540062,-0.09104614311451566,2016-12-06
235,-0.5739985858719102,-0.19109870000276807,0.18696262401273184,-0.12658206262600186,0.11540924776794109,2016-12-07
236,-0.5609051069818639,-0.19996273981233692,0.18284803150982915,0.010787551717237307,-0.10582049846395221,2016-12-08
237,-0.5498725895090136,-0.19992734412854327,0.17996873543534678,0.01037863317390512,-0.05807668681530241,2016-12-09
238,-0.5476967782709755,-0.200916747325598,0.1768120353550757,-0.007574830259567095,-0.04871134995417068,2016-12-12
239,-0.5254452031047071,-0.21100736630596187,0.18173377570739788,0.05385930931533831,-0.03504470244148304,2016-12-13
240,-0.546658226744636,-0.19507878079529825,0.15705698369542234,0.06286223868212831,0.07035961053166352,2016-12-14
241,-0.5363062723836105,-0.20054522751809817,0.17599968097728277,-0.027357004757050465,-0.03251029118864244,2016-12-15
