,date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,High,Low,Open,Close,Volume,Adj Close
279,2017-02-10,0.38,0.39,0.12,-0.02,0.15,0.002,-0.241789249232421,120.69999694824219,112.5999984741211,119.93000030517578,113.62000274658203,41277300.0,112.30660247802734
280,2017-02-13,0.49,-0.27,0.33,0.06,0.05,0.002,-0.247020961956504,113.9800033569336,108.19999694824219,113.38999938964844,108.37999725341797,29518100.0,107.12716674804688
281,2017-02-14,0.45,-0.16,0.33,-0.41,-0.07,0.002,-0.246655822529862,110.1500015258789,106.29000091552734,107.98999786376953,108.77999877929688,21265800.0,107.52253723144531
282,2017-02-15,0.54,0.13,-0.44,0.21,-0.08,0.002,-0.245231012566941,109.80000305175781,107.76000213623047,108.9000015258789,109.0,9325500.0,107.73999786376953
283,2017-02-16,-0.16,-0.2,-0.04,0.36,-0.22,0.002,-0.242746361561809,109.44000244140625,105.66000366210938,109.38999938964844,107.25,16179400.0,106.01024627685547
284,2017-02-17,0.2,-0.07,-0.57,0.1,-0.38,0.002,-0.239201572178154,107.41000366210938,104.79000091552734,106.69999694824219,107.2300033569336,14093500.0,105.990478515625
285,2017-02-21,0.6,0.04,0.13,0.32,0.34,0.002,-0.215092606010888,111.2300033569336,108.22000122070312,108.2300033569336,111.06999969482422,13798800.0,109.78607940673828
286,2017-02-22,-0.15,-0.37,0.11,0.55,-0.34,0.002,-0.20751639170868,111.80000305175781,109.98999786376953,111.41999816894531,110.76000213623047,10844300.0,109.61782836914062
287,2017-02-23,-0.11,-0.72,0.26,-0.29,-0.45,0.002,-0.199500559364809,106.38999938964844,99.68000030517578,105.5,100.48999786376953,39822200.0,99.45372772216797
288,2017-02-24,0.15,-0.08,-0.92,0.35,-0.21,0.002,-0.191044149730661,102.0,95.69999694824219,97.06999969482422,101.45999908447266,25747600.0,100.41373443603516
289,2017-02-27,0.22,0.84,-0.34,-0.38,-0.11,0.002,-0.162424948560974,105.0199966430664,101.55999755859375,102.19999694824219,104.41000366210938,17885000.0,103.33330535888672
290,2017-02-28,-0.42,-1.34,0.2,-0.03,-0.16,0.002,-0.150690463293246,105.19999694824219,100.77999877929688,104.80000305175781,101.4800033569336,15634000.0,100.43353271484375
291,2017-03-01,1.47,0.54,0.72,-0.4,0.55,0.001,-0.137600637798038,104.37000274658203,101.11000061035156,103.79000091552734,102.79000091552734,12620100.0,101.73001861572266
292,2017-03-02,-0.7,-0.56,-0.89,0.57,-0.47,0.001,-0.12410573352179,102.83999633789062,98.88999938964844,102.2699966430664,99.0,18858300.0,97.97909545898438
293,2017-03-03,0.09,-0.17,0.15,-0.02,-0.08,0.001,-0.110520046271973,98.7699966430664,96.22000122070312,98.56999969482422,98.43000030517578,21617300.0,97.41497802734375
294,2017-03-06,-0.38,-0.41,-0.1,-0.06,0.0,0.001,-0.0695147707198671,98.0999984741211,95.16999816894531,96.95999908447266,97.66999816894531,22089200.0,96.66279602050781
295,2017-03-07,-0.36,-0.35,-0.05,0.12,-0.24,0.001,-0.0563465448093889,99.52999877929688,97.1500015258789,97.66999816894531,98.73999786376953,15085000.0,97.72178649902344
296,2017-03-08,-0.19,-0.17,-0.82,0.53,-0.72,0.001,-0.0435635550742495,101.30000305175781,98.47000122070312,100.69999694824219,98.55999755859375,15967800.0,97.54363250732422
297,2017-03-09,0.04,-0.52,-0.28,-0.6,-0.16,0.001,-0.0311642717837066,99.44999694824219,97.4000015258789,97.91000366210938,98.54000091552734,11951500.0,97.5238265991211
298,2017-03-10,0.34,0.05,-0.39,0.27,0.02,0.001,-0.0191472111248787,100.08999633789062,98.37999725341797,99.61000061035156,99.12000274658203,12493500.0,98.0978775024414
299,2017-03-13,0.13,0.33,-0.02,-0.11,0.05,0.001,0.0147961185361857,102.25,99.51000213623047,99.54000091552734,101.8499984741211,19353400.0,100.79972076416016
300,2017-03-14,-0.36,-0.22,0.02,0.51,-0.24,0.001,0.0258860671224787,102.75,100.47000122070312,102.37000274658203,101.77999877929688,13050400.0,100.73042297363281
301,2017-03-15,0.86,0.71,-0.41,-0.16,0.55,0.001,0.0370171219044439,102.98999786376953,100.31999969482422,102.25,102.55000305175781,15375900.0,101.49250030517578
302,2017-03-16,-0.06,0.44,0.24,-0.08,-0.37,0.001,0.0481906149270134,103.83000183105469,102.41000366210938,102.9800033569336,103.80999755859375,13077500.0,102.73949432373047
303,2017-03-17,-0.08,0.56,-0.26,0.19,-0.03,0.001,0.0594078833136718,106.12000274658203,103.80999755859375,104.5199966430664,106.06999969482422,27992200.0,104.97618103027344
304,2017-03-20,-0.25,-0.16,-0.75,-0.18,-0.04,0.001,0.0930906202029913,109.61000061035156,106.12999725341797,106.77999877929688,109.44999694824219,18714200.0,108.32134246826172
305,2017-03-21,-1.48,-1.41,-0.69,0.77,0.29,0.001,0.103952664724801,109.95999908447266,105.58999633789062,108.75,105.91000366210938,22837100.0,104.81785583496094
306,2017-03-22,0.16,-0.33,-0.54,0.18,-0.12,0.001,0.114566554444762,108.26000213623047,105.30000305175781,105.45999908447266,108.06999969482422,15419100.0,106.95557403564453
307,2017-03-23,-0.03,0.74,0.46,-0.01,0.19,0.001,0.124933559519055,108.55999755859375,106.69999694824219,107.75,107.08999633789062,13348500.0,105.98568725585938
308,2017-03-24,-0.05,0.11,-0.24,-0.28,-0.32,0.001,0.135054920559359,109.29000091552734,106.41999816894531,108.97000122070312,107.47000122070312,10987500.0,106.36175537109375
309,2017-03-27,-0.05,0.47,-0.52,-0.23,-0.28,0.001,0.164010537454158,108.41000366210938,103.58000183105469,105.58000183105469,108.25,12666100.0,107.13372039794922
310,2017-03-28,0.72,-0.06,0.71,0.01,0.38,0.001,0.17255599525838,108.88999938964844,107.2699966430664,108.30000305175781,107.69000244140625,10811100.0,106.57949829101562
311,2017-03-29,0.18,0.32,-0.07,-0.34,0.13,0.001,0.180202922190638,108.48999786376953,107.25,107.98999786376953,107.33999633789062,8749800.0,106.23310089111328
312,2017-03-30,0.36,0.4,0.93,-0.12,-0.14,0.001,0.186952233352912,110.0,107.4000015258789,107.62999725341797,109.4000015258789,13138300.0,108.27188110351562
313,2017-03-31,-0.16,0.55,-0.3,0.1,0.08,0.001,0.192804736430179,109.88999938964844,108.4000015258789,109.01000213623047,108.93000030517578,11020200.0,107.80670928955078
314,2017-04-03,-0.28,-1.15,-0.11,-0.17,-0.08,0.003,0.205892053501667,109.6500015258789,107.41999816894531,108.94999694824219,108.37999725341797,11130800.0,107.26235961914062
315,2017-04-04,0.05,-0.24,0.31,-0.12,0.16,0.003,0.209284950029142,104.41999816894531,100.33999633789062,103.4000015258789,100.77999877929688,31782000.0,99.74073791503906
316,2017-04-05,-0.44,-0.83,-0.3,0.4,-0.08,0.003,0.212208270962918,102.37000274658203,99.5,100.0199966430664,100.02999877929688,18676200.0,98.99848175048828
317,2017-04-06,0.32,0.75,0.49,-0.13,0.36,0.003,0.214662366134606,101.25,98.41000366210938,100.23999786376953,100.76000213623047,15878000.0,99.7209701538086
318,2017-04-07,-0.08,0.08,-0.26,0.03,-0.03,0.003,0.216647529223926,101.7300033569336,99.72000122070312,101.0199966430664,100.33000183105469,10726700.0,99.2953872680664
319,2017-04-10,0.08,0.15,0.1,0.17,0.48,0.003,0.219856799672761,100.62999725341797,97.5999984741211,100.36000061035156,97.7699966430664,18908300.0,96.76178741455078
320,2017-04-11,-0.05,0.8,0.25,0.2,0.19,0.003,0.220224993312973,98.9000015258789,96.3499984741211,96.55000305175781,98.12000274658203,15453700.0,97.10816955566406
321,2017-04-12,-0.49,-0.94,-0.52,-0.08,-0.54,0.003,0.22031657830111,98.69999694824219,97.0999984741211,98.12000274658203,97.30999755859375,10352300.0,96.30652618408203
322,2017-04-13,-0.75,-0.33,-0.79,0.03,-0.35,0.003,0.220131565597079,97.20999908447266,95.48999786376953,96.33000183105469,95.48999786376953,12672300.0,94.50531005859375
323,2017-04-17,0.89,0.29,0.22,0.09,-0.14,0.003,0.216498219176106,99.23999786376953,95.80000305175781,96.01000213623047,99.2300033569336,12432300.0,98.20674133300781
324,2017-04-18,-0.25,0.3,-0.16,0.34,0.11,0.003,0.214809416992638,99.54000091552734,97.5999984741211,98.6500015258789,99.29000091552734,9252900.0,98.26611328125
325,2017-04-19,-0.08,0.56,-0.38,0.45,-0.84,0.003,0.212849945759537,100.9800033569336,99.41000366210938,100.0,99.68000030517578,9520700.0,98.65209197998047
326,2017-04-20,0.83,0.58,0.27,0.3,-0.19,0.003,0.210619570988359,101.44999694824219,99.41000366210938,100.2699966430664,101.26000213623047,10100400.0,100.21578979492188
327,2017-04-21,-0.28,0.05,-0.13,0.35,-0.21,0.003,0.208118025771837,101.79000091552734,100.36000061035156,100.83999633789062,101.68000030517578,8547400.0,100.63146209716797
328,2017-04-24,1.18,0.27,0.52,-0.01,0.14,0.003,0.19885024442726,103.4800033569336,102.11000061035156,102.95999908447266,102.94999694824219,9295500.0,101.88835144042969
329,2017-04-25,0.66,0.39,-0.05,-0.38,0.29,0.003,0.194594456391312,105.33000183105469,102.66999816894531,103.54000091552734,104.73999786376953,9711000.0,103.65989685058594
330,2017-04-26,0.04,0.75,0.32,0.23,0.01,0.003,0.189532320689263,105.38999938964844,103.94000244140625,105.29000091552734,104.0199966430664,8175100.0,102.94734191894531
331,2017-04-27,0.05,-0.21,-0.96,0.23,-0.59,0.003,0.183663231539153,105.9800033569336,103.58999633789062,104.31999969482422,105.63999938964844,7992500.0,104.55062103271484
332,2017-04-28,-0.3,-0.74,-0.59,0.02,-0.21,0.003,0.176986486591507,105.63999938964844,104.06999969482422,105.36000061035156,104.30000305175781,8706200.0,103.22444915771484
333,2017-05-01,0.21,0.25,-0.13,-0.16,-0.51,0.003,0.152502135647327,106.8499984741211,104.44999694824219,104.73999786376953,106.63999938964844,7693300.0,105.5403060913086
334,2017-05-02,0.03,-0.46,-0.21,0.43,-0.34,0.003,0.143768942297516,105.5999984741211,102.55999755859375,105.55000305175781,103.4800033569336,15749300.0,102.41290283203125
335,2017-05-03,-0.19,-0.52,0.2,-0.04,0.11,0.003,0.135088439413858,104.63999938964844,102.5999984741211,103.19999694824219,104.25,8422600.0,103.17494201660156
336,2017-05-04,0.02,-0.11,-0.35,0.47,-0.71,0.003,0.126459588207117,104.94999694824219,103.52999877929688,104.5,103.8499984741211,5244700.0,102.77908325195312
337,2017-05-05,0.46,0.09,0.04,-0.27,0.64,0.003,0.117881356069177,104.1500015258789,102.75,103.37999725341797,103.86000061035156,5710700.0,102.78899383544922
338,2017-05-08,-0.04,-0.23,0.29,0.01,0.02,0.003,0.0926655612472384,104.4000015258789,102.30999755859375,104.33999633789062,102.7699966430664,9131000.0,101.71021270751953
339,2017-05-09,-0.05,0.39,-0.79,0.38,-0.36,0.003,0.0846225892822817,104.93000030517578,102.66000366210938,103.0,102.94000244140625,21191800.0,101.87847900390625
340,2017-05-10,0.21,0.25,0.01,-0.33,0.35,0.003,0.0767427703408535,121.81999969482422,114.0199966430664,114.29000091552734,121.29000091552734,53227400.0,120.03924560546875
341,2017-05-11,-0.26,-0.4,-0.14,-0.33,-0.02,0.003,0.0690251614509633,130.42999267578125,119.91000366210938,120.05000305175781,126.5,48494800.0,125.19551849365234
342,2017-05-12,-0.18,-0.38,-0.62,-0.27,-0.33,0.003,0.0614688390521745,129.60000610351562,125.77999877929688,126.62999725341797,127.88999938964844,24065500.0,126.57118225097656
343,2017-05-15,0.53,0.26,0.19,-0.33,0.03,0.003,0.0398665266431603,134.41000366210938,129.3800048828125,129.55999755859375,134.30999755859375,27188500.0,132.9250030517578
344,2017-05-16,-0.03,0.11,-0.09,-0.22,-0.14,0.003,0.0329550748286938,137.44000244140625,133.36000061035156,136.3800048828125,136.80999755859375,28017500.0,135.39918518066406
345,2017-05-17,-1.97,-0.98,-0.53,0.51,0.3,0.003,0.0261012733514822,134.86000061035156,127.55000305175781,134.10000610351562,127.72000122070312,31784200.0,126.40296173095703
346,2017-05-18,0.4,-0.01,-0.4,-0.32,-0.6,0.003,0.0193043020222712,133.42999267578125,127.05000305175781,129.5,133.07000732421875,28900800.0,131.69778442382812
347,2017-05-19,0.7,-0.32,0.41,-0.09,0.77,0.003,0.012563347452627,138.22000122070312,135.22000122070312,137.02999877929688,136.0,25459300.0,134.73928833007812
348,2017-05-22,0.56,0.25,-0.31,0.03,-0.33,0.003,-0.00712424735904188,139.47999572753906,137.3300018310547,137.77000427246094,138.89999389648438,20915200.0,137.6124267578125
349,2017-05-23,0.18,-0.01,0.61,-0.24,0.09,0.003,-0.0128152727463068,139.7899932861328,135.7100067138672,139.6999969482422,137.02999877929688,17031200.0,135.75975036621094
350,2017-05-24,0.24,-0.22,-0.49,0.18,-0.31,0.003,-0.0178274887433248,141.07000732421875,138.0800018310547,140.9600067138672,138.57000732421875,20399900.0,137.2854766845703
351,2017-05-25,0.42,-0.35,-0.77,0.67,-0.62,0.003,-0.0221614951582045,140.02999877929688,136.44000244140625,140.0,138.25999450683594,15205700.0,136.97836303710938
352,2017-05-26,0.06,-0.02,0.09,0.2,0.15,0.003,-0.0258178106382256,145.27999877929688,137.11000061035156,137.92999267578125,141.83999633789062,19478500.0,140.52517700195312
353,2017-05-30,-0.19,-0.54,-0.32,0.67,-0.01,0.003,-0.0352565686746339,146.2899932861328,143.0500030517578,143.6999969482422,144.8699951171875,24741300.0,143.52708435058594
354,2017-05-31,-0.02,-0.05,-0.56,0.32,-0.08,0.003,-0.03743694916119,147.0,142.0500030517578,146.69000244140625,144.35000610351562,22182900.0,143.0119171142578
355,2017-06-01,0.95,1.0,0.04,-0.22,0.04,0.003,-0.0396854182547129,145.02999877929688,142.52000427246094,144.99000549316406,144.36000061035156,12583500.0,143.02182006835938
356,2017-06-02,0.35,0.41,-0.8,0.3,-0.49,0.003,-0.0420845730334556,145.3000030517578,143.39999389648438,144.24000549316406,143.63999938964844,12186400.0,142.30850219726562
357,2017-06-05,-0.17,-0.46,0.0,-0.2,0.02,0.003,-0.0499449750579601,148.52999877929688,142.50999450683594,142.97999572753906,148.00999450683594,20434400.0,146.63796997070312
358,2017-06-06,-0.28,0.1,-0.07,-0.57,0.35,0.003,-0.0526561979608003,149.69000244140625,146.8000030517578,147.82000732421875,147.33999633789062,18968200.0,145.97421264648438
359,2017-06-07,0.15,-0.13,0.02,0.56,-0.68,0.003,-0.0555102866825796,149.8800048828125,147.6999969482422,148.3300018310547,149.1199951171875,15315300.0,147.73768615722656
360,2017-06-08,0.18,1.2,0.92,-0.68,-0.03,0.003,-0.0585075827699433,160.0,151.7899932861328,153.4600067138672,159.94000244140625,29043600.0,158.45741271972656
361,2017-06-09,-0.12,0.28,2.39,-0.22,1.12,0.003,-0.0616484449070539,168.5,142.75,164.74000549316406,149.60000610351562,92323200.0,148.21322631835938
362,2017-06-12,-0.11,-0.19,0.35,0.01,0.61,0.003,-0.0716345223350868,151.6999969482422,142.11000061035156,145.8800048828125,149.97000122070312,42438300.0,148.5797882080078
363,2017-06-13,0.55,0.06,-0.14,-0.28,-0.09,0.003,-0.0747115565497013,154.77000427246094,145.64999389648438,154.39999389648438,151.39999389648438,41812600.0,149.99655151367188
364,2017-06-14,-0.17,-0.54,-0.55,0.18,-0.51,0.003,-0.0775938588845578,154.05999755859375,148.5,151.52000427246094,151.72000122070312,29616000.0,150.31358337402344
365,2017-06-15,-0.3,-0.3,-0.12,0.04,-0.07,0.003,-0.0802817742626032,153.60000610351562,146.5,146.9600067138672,152.3699951171875,24095600.0,150.9575653076172
366,2017-06-16,-0.03,-0.25,-0.18,-0.55,0.14,0.003,-0.0827756243446441,154.6999969482422,150.24000549316406,152.75999450683594,151.6199951171875,23124000.0,150.2145233154297
367,2017-06-19,0.86,0.11,-0.75,0.01,-0.08,0.003,-0.0891341382244664,157.52999877929688,153.25999450683594,153.41000366210938,157.32000732421875,19454400.0,155.86167907714844
368,2017-06-20,-0.73,-0.44,-0.51,-0.2,-0.25,0.003,-0.0912374863025063,161.74000549316406,156.9199981689453,159.02999877929688,157.08999633789062,27386100.0,155.6337890625
369,2017-06-21,-0.07,-0.22,-1.69,-0.12,-1.15,0.003,-0.0934925951216114,159.6199951171875,155.6999969482422,158.2100067138672,159.47000122070312,17066300.0,157.99176025390625
370,2017-06-22,0.02,0.46,-0.42,-0.1,-0.05,0.003,-0.0958997345489535,160.33999633789062,157.39999389648438,159.8000030517578,158.3699951171875,11728300.0,156.90194702148438
371,2017-06-23,0.24,0.74,-0.5,-0.39,0.04,0.003,-0.0984591926450927,159.32000732421875,153.22000122070312,158.67999267578125,153.8300018310547,27214700.0,152.40403747558594
372,2017-06-26,0.04,0.07,0.69,0.25,0.19,0.003,-0.106748605161502,156.60000610351562,148.3300018310547,155.16000366210938,152.14999389648438,26599000.0,150.7395782470703
373,2017-06-27,-0.85,-0.21,1.33,0.35,0.33,0.003,-0.109083840629842,151.7899932861328,146.35000610351562,151.44000244140625,146.5800018310547,24987300.0,145.22125244140625
374,2017-06-28,1.02,0.8,0.21,-0.14,-0.08,0.003,-0.111042294122846,151.94000244140625,145.75,149.32000732421875,151.75,24873700.0,150.34332275390625
375,2017-06-29,-0.83,0.08,1.38,-0.24,0.35,0.003,-0.112624200007164,150.72000122070312,144.0800018310547,150.60000610351562,146.67999267578125,26610600.0,145.32028198242188
376,2017-06-30,0.14,-0.1,-0.24,0.21,0.29,0.003,-0.113829747588284,147.92999267578125,143.5,147.3800048828125,144.55999755859375,18276500.0,143.21998596191406
377,2017-07-03,0.24,0.46,1.21,-0.53,0.65,0.004,-0.116017057137458,145.64999389648438,138.5800018310547,145.0500030517578,139.3300018310547,17726800.0,138.03842163085938
378,2017-07-05,0.12,-0.71,-0.57,0.14,-0.69,0.004,-0.118198727812674,144.22000122070312,141.1300048828125,141.89999389648438,143.0500030517578,20504700.0,141.72396850585938
379,2017-07-06,-0.95,-0.45,0.12,0.21,-0.03,0.004,-0.11964108792739,145.3800048828125,139.75999450683594,141.8699951171875,143.47999572753906,18657100.0,142.1499786376953
380,2017-07-07,0.7,0.4,-0.41,0.22,-0.52,0.004,-0.121318018684963,147.5,144.85000610351562,145.77999877929688,146.75999450683594,16374300.0,145.39955139160156
381,2017-07-10,0.05,-0.44,-0.09,-0.12,-0.11,0.004,-0.127645500907764,154.0,148.67999267578125,149.74000549316406,153.6999969482422,23962300.0,152.27525329589844
382,2017-07-11,0.0,0.31,-0.53,-0.31,0.15,0.004,-0.130373221607701,156.19000244140625,152.14999389648438,153.85000610351562,155.8800048828125,18948900.0,154.43502807617188
383,2017-07-12,0.72,0.06,-0.53,0.11,-0.23,0.004,-0.133559911455833,163.0,156.55999755859375,158.3000030517578,162.50999450683594,28630200.0,161.00355529785156
384,2017-07-13,0.17,-0.01,0.36,0.03,0.2,0.004,-0.137205951800932,166.3000030517578,158.75,163.0,160.6300048828125,34228300.0,159.1409912109375
385,2017-07-14,0.42,-0.22,-0.51,0.18,0.03,0.004,-0.141311778961895,165.00999450683594,161.00999450683594,161.2899932861328,164.9499969482422,23548700.0,163.42092895507812
386,2017-07-17,0.0,0.22,0.13,0.19,0.07,0.004,-0.156057174845114,167.5,161.75,166.3300018310547,164.25,23269800.0,162.7274169921875
387,2017-07-18,0.04,-0.38,-0.33,-0.1,-0.41,0.004,-0.161333431579686,166.5500030517578,161.3000030517578,161.77999877929688,165.9600067138672,19416000.0,164.42161560058594
388,2017-07-19,0.59,0.48,0.03,-0.24,0.13,0.004,-0.166734215786902,167.39999389648438,164.61000061035156,166.3300018310547,165.10000610351562,17176100.0,163.569580078125
389,2017-07-20,-0.01,0.05,-0.01,0.1,-0.23,0.004,-0.172260173774534,167.50999450683594,163.91000366210938,165.92999267578125,167.5,17489900.0,165.9473114013672
390,2017-07-21,-0.08,-0.44,-0.28,0.04,-0.28,0.004,-0.177911966829808,169.3000030517578,166.08999633789062,166.6699981689453,168.10000610351562,16208300.0,166.541748046875
391,2017-07-24,-0.03,0.12,-0.2,-0.2,-0.38,0.004,-0.195631346922166,168.77999877929688,165.72000122070312,168.38999938964844,166.14999389648438,16313100.0,164.60980224609375
392,2017-07-25,0.38,0.44,0.92,-0.18,0.7,0.004,-0.202016739857964,165.92999267578125,163.5800018310547,165.22000122070312,165.35000610351562,12413900.0,163.81727600097656
393,2017-07-26,-0.06,-0.46,-0.7,-0.18,0.04,0.004,-0.20875272160861,169.92999267578125,165.85000610351562,167.67999267578125,167.25999450683594,16010100.0,165.70953369140625
394,2017-07-27,-0.14,-0.64,0.45,0.25,0.42,0.004,-0.21584009826396,168.74000549316406,157.55999755859375,168.27000427246094,161.74000549316406,19571400.0,160.24072265625
395,2017-07-28,-0.17,-0.08,0.24,-0.2,0.18,0.004,-0.223279717965036,165.3800048828125,159.27999877929688,160.2899932861328,164.38999938964844,12833700.0,162.86611938476562
396,2017-07-31,-0.11,-0.26,0.44,-0.12,0.15,0.004,-0.247502108167804,166.39999389648438,160.6199951171875,164.94000244140625,162.50999450683594,13991800.0,161.00355529785156
397,2017-08-01,0.24,-0.18,0.18,0.24,-0.48,0.004,-0.255927149442397,164.55999755859375,161.0,162.1300048828125,164.49000549316406,10784600.0,162.96522521972656
398,2017-08-02,-0.08,-1.15,0.15,0.08,-0.35,0.004,-0.264495726636498,165.91000366210938,161.27000427246094,165.75,164.38999938964844,11961100.0,162.86611938476562
399,2017-08-03,-0.21,-0.34,-0.29,0.3,-0.27,0.004,-0.272553190794066,166.6300048828125,163.67999267578125,164.3699951171875,166.47999572753906,11060500.0,164.93678283691406
400,2017-08-04,0.25,0.34,0.36,-0.15,0.03,0.004,-0.280100506145763,170.07000732421875,166.47999572753906,167.39999389648438,167.2100067138672,14727400.0,165.6599884033203
401,2017-08-07,0.16,-0.1,-0.61,0.29,-0.37,0.004,-0.299685054026885,172.3699951171875,168.0,168.38999938964844,172.35000610351562,17935300.0,170.7523651123047
402,2017-08-08,-0.24,-0.1,0.21,-0.32,-0.14,0.004,-0.305638116803164,174.55999755859375,168.7100067138672,173.88999938964844,170.3000030517578,18883400.0,168.7213592529297
403,2017-08-09,-0.14,-0.8,-0.1,0.1,0.04,0.004,-0.311528142944022,172.2100067138672,167.6699981689453,168.42999267578125,172.11000061035156,13269600.0,170.51455688476562
404,2017-08-10,-1.49,-0.31,0.26,0.25,0.13,0.004,-0.317355837304443,172.66000366210938,164.3300018310547,172.16000366210938,164.74000549316406,33202200.0,163.21290588378906
405,2017-08-11,0.2,0.17,-0.88,0.38,-0.12,0.004,-0.323121897280219,159.0,152.91000366210938,157.13999938964844,155.9600067138672,37429900.0,154.51429748535156
406,2017-08-14,1.03,0.28,0.06,0.0,-0.45,0.004,-0.339608749244033,168.5500030517578,159.1999969482422,159.6699981689453,168.39999389648438,31975500.0,166.83895874023438
407,2017-08-15,-0.11,-0.86,-0.04,-0.15,-0.25,0.004,-0.344225095360058,169.6699981689453,165.58999633789062,168.61000061035156,166.97999572753906,19113300.0,165.43211364746094
408,2017-08-16,0.18,-0.15,-0.45,0.32,-0.13,0.004,-0.348321457647597,168.5399932861328,163.83999633789062,167.58999633789062,165.14999389648438,14915800.0,163.6190948486328
409,2017-08-17,-1.59,-0.16,-0.15,-0.03,0.13,0.004,-0.351898326315236,165.5,161.3800048828125,164.80999755859375,161.47000122070312,13136100.0,159.97320556640625
410,2017-08-18,-0.15,0.14,0.21,-0.27,-0.01,0.004,-0.354956129404151,164.36000061035156,159.63999938964844,163.6699981689453,161.5,15030100.0,160.00291442871094
411,2017-08-21,0.06,-0.29,-0.22,0.17,-0.09,0.004,-0.361031673518521,162.9499969482422,157.3699951171875,162.49000549316406,159.14999389648438,15591800.0,157.6747283935547
412,2017-08-22,1.06,-0.02,-0.25,-0.2,0.11,0.004,-0.362247056341329,162.7899932861328,159.7100067138672,160.49000549316406,162.5500030517578,11261400.0,161.18499755859375
413,2017-08-23,-0.32,0.14,0.4,-0.48,0.09,0.004,-0.363162234385741,166.25,160.85000610351562,161.1999969482422,165.8000030517578,14488000.0,164.40771484375
414,2017-08-24,-0.14,0.58,0.18,-0.47,0.09,0.004,-0.363777317170425,167.27999877929688,164.1199951171875,167.10000610351562,165.19000244140625,11742500.0,163.80282592773438
415,2017-08-25,0.18,0.18,0.58,0.16,0.26,0.004,-0.364092378301872,166.5800018310547,163.5500030517578,166.1699981689453,163.80999755859375,8930000.0,162.43438720703125
416,2017-08-28,0.08,0.32,-0.74,0.21,-0.19,0.004,-0.363033186334111,165.10000610351562,162.3300018310547,164.5800018310547,164.97000122070312,9737400.0,163.58465576171875
417,2017-08-29,0.1,0.09,-0.39,0.03,0.1,0.004,-0.359981084488163,165.5800018310547,162.25999450683594,162.58999633789062,164.6999969482422,8102400.0,163.31690979003906
418,2017-08-30,0.53,0.01,-0.32,0.1,-0.46,0.004,-0.354665879738148,166.1300048828125,164.27000427246094,165.5,165.67999267578125,9610000.0,164.2886962890625
419,2017-08-31,0.62,0.39,-0.42,-0.29,-0.1,0.004,-0.347086936017522,169.60000610351562,166.1999969482422,166.5,169.44000244140625,15317100.0,168.0171356201172
420,2017-09-01,0.27,0.44,0.44,-0.06,0.35,0.005,-0.337243346359806,171.89999389648438,169.60000610351562,169.9499969482422,170.4600067138672,11135800.0,169.02857971191406
421,2017-09-05,-0.81,-0.01,-0.95,-0.07,0.54,0.005,-0.280698299335248,168.5800018310547,163.55999755859375,168.3800048828125,165.91000366210938,17384100.0,164.51678466796875
422,2017-09-06,0.28,-0.02,0.13,-0.32,0.09,0.005,-0.264951885483194,167.8000030517578,164.39999389648438,167.24000549316406,165.80999755859375,9941800.0,164.41763305664062
423,2017-09-07,-0.07,0.02,-0.93,0.01,0.08,0.005,-0.248982931719892,167.88999938964844,164.9499969482422,166.49000549316406,166.5800018310547,8821700.0,165.18115234375
424,2017-09-08,-0.16,0.12,0.36,0.25,-0.14,0.005,-0.232789527052688,166.7100067138672,162.7100067138672,166.11000061035156,163.69000244140625,12471400.0,162.31539916992188
425,2017-09-11,1.08,-0.08,0.63,-0.33,-0.11,0.005,-0.182011687317093,169.42999267578125,165.32000732421875,165.5399932861328,169.0,14186100.0,167.58084106445312
426,2017-09-12,0.43,0.35,0.71,0.11,0.18,0.005,-0.16379893831504,170.0,166.97000122070312,170.0,169.61000061035156,10287200.0,168.18568420410156
427,2017-09-13,0.11,0.31,0.36,-0.33,0.09,0.005,-0.145081159992601,171.5399932861328,167.27999877929688,168.58999633789062,170.3699951171875,14524000.0,168.9392852783203
428,2017-09-14,-0.12,-0.05,-0.07,-0.32,0.23,0.005,-0.125856112407359,172.55999755859375,167.8000030517578,168.7899932861328,169.39999389648438,12842800.0,167.97747802734375
429,2017-09-15,0.19,0.24,0.12,0.3,0.0,0.005,-0.106121494912365,180.11000061035156,172.64999389648438,172.86000061035156,180.11000061035156,34119800.0,178.59750366210938
430,2017-09-18,0.24,0.41,0.2,-0.47,0.21,0.005,-0.0432752785196015,191.1999969482422,184.86000061035156,185.13999938964844,187.5500030517578,42111500.0,185.9750518798828
431,2017-09-19,0.15,-0.21,0.35,0.02,0.07,0.005,-0.0203813205360878,189.85000610351562,184.6199951171875,185.50999450683594,187.35000610351562,21857000.0,185.7767333984375
432,2017-09-20,0.16,0.29,0.52,-0.18,0.31,0.005,0.00357057122974291,189.4199981689453,184.2100067138672,187.5,185.83999633789062,18123000.0,184.27943420410156
433,2017-09-21,-0.28,0.17,0.37,-0.02,-0.08,0.005,0.0285832630827173,182.6999969482422,177.61000061035156,181.63999938964844,180.75999450683594,26890000.0,179.2420654296875
434,2017-09-22,0.12,0.43,0.12,0.36,0.28,0.005,0.0546597482728081,182.30999755859375,178.60000610351562,180.3000030517578,179.0,12280800.0,177.496826171875
